#                DFT          |                 REELS
#E(eV)   eps1    eps2     ELF    E(eV)    eps1    eps2    ELF   w_b(meV-1) w_s(a.u.))
#
0.50     -107.960     51.266     0.004     0.50     -501.815     36.182     0.000     0.0     0.7
0.75     -21.595     33.538     0.021     0.75     -203.650     27.709     0.001     -0.1     1.1
1.00     7.463     45.855     0.021     1.00     -119.311     42.469     0.003     -0.1     1.4
1.25     -2.923     54.923     0.018     1.25     -91.209     22.506     0.003     -0.1     1.8
1.50     -8.233     43.145     0.022     1.50     -61.840     10.778     0.003     -0.1     2.1
1.75     -8.132     40.200     0.024     1.75     -42.714     7.132     0.004     -0.2     2.0
2.00     -14.932     33.796     0.025     2.00     -30.446     5.951     0.006     -0.3     3.2
2.25     -15.453     26.390     0.028     2.25     -22.251     5.691     0.011     -0.6     7.1
2.50     -14.114     19.689     0.034     2.50     -16.616     5.842     0.019     -1.0     15.7
2.75     -11.590     16.011     0.041     2.75     -12.702     6.183     0.031     -1.1     29.5
3.00     -9.627     13.889     0.049     3.00     -10.014     6.574     0.046     -0.2     43.2
3.25     -8.842     13.049     0.053     3.25     -8.222     6.902     0.060     1.4     50.8
3.50     -9.154     11.116     0.054     3.50     -7.070     7.079     0.071     2.4     53.0
3.75     -8.455     8.557     0.059     3.75     -6.335     7.056     0.078     2.5     53.3
4.00     -7.090     6.923     0.071     4.00     -5.833     6.841     0.085     2.2     54.4
4.25     -5.789     5.745     0.086     4.25     -5.427     6.480     0.091     1.8     57.6
4.50     -4.495     4.929     0.111     4.50     -5.042     6.043     0.098     1.6     62.3
4.75     -3.055     4.560     0.151     4.75     -4.648     5.589     0.106     1.5     67.5
5.0     -2.177     5.233     0.163     5.0     -4.245     5.160     0.116     1.5     71.5
5.5     -1.739     4.616     0.190     5.5     -3.453     4.444     0.140     2.7     72.8
6.0     -0.747     6.263     0.157     6.0     -2.747     3.931     0.171     5.0     69.7
6.5     -3.518     5.088     0.133     6.5     -2.163     3.574     0.205     6.0     74.4
7.0     -2.770     3.164     0.179     7.0     -1.702     3.321     0.238     5.9     84.7
7.5     -1.747     2.384     0.273     7.5     -1.348     3.132     0.269     6.5     89.3
8.0     -0.833     2.161     0.403     8.0     -1.079     2.981     0.297     7.4     89.0
8.5     -0.445     2.412     0.401     8.5     -0.878     2.848     0.321     8.1     86.8
9.0     -0.338     2.381     0.412     9.0     -0.726     2.725     0.343     8.8     82.9
9.5     -0.170     2.199     0.452     9.5     -0.609     2.606     0.364     9.0     80.9
10.0     0.170     2.123     0.468     10.0     -0.517     2.489     0.385     8.9     79.8
10.5     0.180     2.434     0.409     10.5     -0.442     2.373     0.407     9.4     75.3
11.0     -0.024     2.292     0.436     11.0     -0.377     2.258     0.431     10.3     69.1
11.5     0.177     2.121     0.468     11.5     -0.319     2.147     0.456     10.9     65.8
