#                DFT          |                 REELS
#E(eV)   eps1    eps2     ELF    E(eV)    eps1    eps2    ELF   w_b(meV-1) w_s(a.u.))
#
0.50     -315.856     64.244     0.001     0.50     -381.046     52.998     0.000     0.0     0.1
0.75     -140.655     19.452     0.001     0.75     -167.668     17.070     0.001     0.0     0.2
1.00     -77.567     8.304     0.001     1.00     -92.057     8.164     0.001     0.0     0.2
1.25     -47.965     4.299     0.002     1.25     -56.909     4.990     0.002     0.0     0.3
1.50     -31.729     2.528     0.002     1.50     -37.787     3.618     0.003     0.1     0.4
1.75     -21.829     1.634     0.003     1.75     -26.256     2.959     0.004     0.0     0.3
2.00     -15.290     1.147     0.005     2.00     -18.776     2.629     0.007     0.0     0.5
2.25     -10.668     0.875     0.008     2.25     -13.650     2.467     0.013     -0.1     1.2
2.50     -7.155     0.747     0.014     2.50     -9.980     2.399     0.023     -0.2     4.0
2.75     -4.194     0.794     0.044     2.75     -7.25     2.390     0.041     -0.3     13.1
3.00     -1.376     1.655     0.357     3.00     -5.158     2.422     0.075     0.8     34.9
3.25     -0.23     3.255     0.306     3.25     -3.488     2.489     0.136     6.1     73.6
3.50     0.183     4.126     0.242     3.50     -2.10     2.598     0.232     15.6     120.2
3.75     0.294     5.126     0.194     3.75     -0.893     2.773     0.327     22.0     158.5
4.00     -0.472     5.480     0.181     4.00     0.242     3.074     0.323     19.3     175.1
4.25     -0.778     5.124     0.191     4.25     1.387     3.658     0.239     11.4     165.3
4.50     -1.011     4.824     0.199     4.50     2.507     4.957     0.161     4.9     142.2
4.75     -1.089     4.404     0.214     4.75     2.474     7.803     0.116     2.0     119.3
5.0     -1.076     4.008     0.233     5.0     -1.599     9.249     0.105     1.4     103.7
5.5     -0.883     3.292     0.283     5.5     -2.937     4.175     0.160     3.8     96.5
6.0     -0.578     2.739     0.349     6.0     -1.497     2.939     0.270     7.4     105.4
6.5     -0.252     2.287     0.432     6.5     -0.666     2.589     0.362     9.4     110.9
7.0     0.173     1.980     0.501     7.0     -0.153     2.435     0.409     11.0     106.4
7.5     0.536     1.852     0.498     7.5     0.193     2.347     0.423     13.1     97.5
8.0     0.881     1.850     0.441     8.0     0.441     2.289     0.421     13.9     87.8
8.5     0.890     1.941     0.426     8.5     0.627     2.250     0.412     12.7     77.9
9.0     0.978     1.857     0.422     9.0     0.769     2.227     0.401     11.5     67.2
9.5     1.120     1.796     0.401     9.5     0.878     2.221     0.389     11.8     55.5
10.0     1.161     1.876     0.385     10.0     0.956     2.232     0.379     12.2     46.3
10.5     1.129     1.830     0.396     10.5     1.002     2.259     0.370     11.7     41.9
11.0     1.187     1.745     0.392     11.0     1.012     2.298     0.365     11.4     38.9
11.5     1.299     1.702     0.371     11.5     0.980     2.339     0.364     11.3     35.6
12.0     1.438     1.767     0.340     12.0     0.905     2.368     0.368     11.4     32.9
12.5     1.497     1.917     0.324     12.5     0.793     2.366     0.380     11.9     30.1
13.0     1.360     2.113     0.335     13.0     0.664     2.317     0.399     11.9     27.8
13.5     1.165     2.209     0.354     13.5     0.542     2.219     0.425     11.3     26.8
14.0     0.908     2.107     0.400     14.0     0.449     2.084     0.459     11.2     26.1
14.5     0.803     1.940     0.440     14.5     0.394     1.932     0.497     11.6     25.4
15.0     0.762     1.793     0.472     15.0     0.378     1.780     0.538     12.2     24.2
15.5     0.760     1.668     0.496     15.5     0.392     1.639     0.577     13.3     21.9
16.0     0.780     1.567     0.512     16.0     0.430     1.516     0.610     14.3     19.9
16.5     0.814     1.491     0.517     16.5     0.483     1.414     0.633     14.5     19.4
17.0     0.839     1.440     0.518     17.0     0.548     1.332     0.642     14.2     19.0
17.5     0.864     1.367     0.523     17.5     0.620     1.272     0.635     14.4     18.0
18.0     0.925     1.302     0.511     18.0     0.697     1.236     0.614     15.1     17.2
18.5     1.027     1.245     0.478     18.5     0.775     1.227     0.582     15.2     16.1
19.0     1.199     1.259     0.416     19.0     0.850     1.252     0.547     14.4     15.5
19.5     1.425     1.444     0.351     19.5     0.906     1.320     0.515     13.3     16.9
20.0     1.267     1.951     0.361     20.0     0.915     1.432     0.496     13.0     18.1
20.5     1.063     2.234     0.365     20.5     0.831     1.564     0.499     13.2     16.6
21.0     0.347     2.008     0.484     21.0     0.637     1.633     0.531     13.4     14.6
21.5     0.260     1.612     0.604     21.5     0.413     1.559     0.599     13.3     14.2
22.0     0.356     1.423     0.661     22.0     0.272     1.376     0.699     13.4     14.8
22.5     0.328     1.410     0.673     22.5     0.238     1.179     0.815     13.7     15.1
23.0     0.251     1.314     0.734     23.0     0.270     1.019     0.917     14.4     13.7
23.5     0.150     1.113     0.883     23.5     0.329     0.900     0.981     16.0     10.8
24.0     0.213     0.904     1.048     24.0     0.396     0.813     0.994     17.7     8.6
24.5     0.319     0.729     1.151     24.5     0.463     0.751     0.964     17.9     9.1
25.0     0.513     0.630     0.955     25.0     0.528     0.706     0.909     17.2     9.7
25.5     0.680     0.656     0.735     25.5     0.589     0.674     0.841     17.4     7.2
26.0     0.800     0.739     0.623     26.0     0.647     0.653     0.773     17.8     4.5
26.5     0.764     0.821     0.653     26.5     0.702     0.641     0.709     17.1     5.0
27.0     0.789     0.807     0.634     27.0     0.754     0.640     0.654     15.6     6.6
27.5     0.807     0.858     0.618     27.5     0.803     0.650     0.609     15.0     6.0
28.0     0.803     0.829     0.623     28.0     0.847     0.673     0.575     14.7     5.1
28.5     0.867     0.890     0.577     28.5     0.879     0.711     0.557     13.9     6.0
29.0     0.805     0.953     0.613     29.0     0.889     0.764     0.556     13.3     6.5
29.5     0.804     0.980     0.610     29.5     0.865     0.821     0.577     13.1     5.7
30.0     0.715     1.087     0.642     30.0     0.803     0.854     0.622     13.0     5.5
30.5     0.556     1.022     0.755     30.5     0.727     0.839     0.680     13.4     5.1
31.0     0.504     0.934     0.829     31.0     0.675     0.784     0.732     13.7     4.7
31.5     0.481     0.868     0.881     31.5     0.659     0.718     0.756     13.3     5.2
32.0     0.404     0.776     1.013     32.0     0.670     0.661     0.746     13.3     4.7
32.5     0.457     0.625     1.042     32.5     0.694     0.618     0.716     13.7     3.4
33.0     0.552     0.559     0.905     33.0     0.722     0.588     0.678     13.6     3.6
33.5     0.642     0.549     0.769     33.5     0.751     0.569     0.641     13.2     4.3
34.0     0.708     0.575     0.691     34.0     0.779     0.557     0.608     13.4     3.0
34.5     0.753     0.616     0.650     34.5     0.803     0.552     0.581     13.8     1.3
35.0     0.738     0.698     0.676     35.0     0.826     0.551     0.559     12.8     2.7
35.5     0.675     0.677     0.741     35.5     0.845     0.553     0.542     11.6     4.2
36.0     0.680     0.646     0.734     36.0     0.861     0.558     0.530     11.9     2.8
