0.50     -288.473     64.569     0.001     0.50     -541.808     64.899     0.000     -0.1     0.7
0.75     -121.442     21.888     0.001     0.75     -238.276     33.368     0.001     -0.1     1.0
1.00     -60.953     12.115     0.003     1.00     -131.924     22.804     0.001     -0.1     1.4
1.25     -33.328     9.805     0.008     1.25     -82.720     17.751     0.002     -0.1     1.7
1.50     -19.051     8.694     0.020     1.50     -56.042     14.864     0.004     -0.2     2.0
1.75     -10.073     7.549     0.048     1.75     -40.018     13.041     0.007     -0.2     2.1
2.00     -3.000     7.375     0.116     2.00     -29.690     11.818     0.012     -0.2     3.0
2.25     2.022     9.025     0.106     2.25     -22.689     10.962     0.017     -0.2     6.0
2.50     4.715     11.395     0.075     2.50     -17.770     10.343     0.024     0.1     12.3
2.75     5.365     13.703     0.063     2.75     -14.223     9.880     0.033     1.0     22.7
3.00     4.746     15.239     0.060     3.00     -11.623     9.518     0.042     2.0     33.7
3.25     3.321     15.867     0.060     3.25     -9.695     9.217     0.052     2.3     40.1
3.50     1.950     15.133     0.065     3.50     -8.259     8.947     0.060     2.2     40.6
3.75     1.509     13.908     0.071     3.75     -7.187     8.687     0.068     2.0     37.6
4.00     1.898     12.912     0.076     4.00     -6.385     8.422     0.075     2.0     34.6
4.25     2.753     12.549     0.076     4.25     -5.782     8.141     0.082     2.0     33.1
4.50     3.887     13.000     0.071     4.50     -5.325     7.839     0.087     2.1     33.1
4.75     5.040     14.948     0.060     4.75     -4.970     7.517     0.093     2.3     34.1
5.0     4.191     18.390     0.052     5.0     -4.686     7.177     0.098     2.6     35.6
5.5     -8.114     19.484     0.044     5.5     -4.237     6.462     0.108     3.2     39.1
6.0     -9.550     10.263     0.052     6.0     -3.855     5.745     0.120     3.7     41.8
6.5     -7.493     6.282     0.066     6.5     -3.482     5.070     0.134     4.0     43.2
7.0     -5.120     4.382     0.096     7.0     -3.101     4.464     0.151     4.3     44.5
7.5     -3.453     3.647     0.145     7.5     -2.707     3.943     0.172     5.0     45.9
8.0     -2.236     3.355     0.206     8.0     -2.292     3.516     0.200     6.1     46.8
8.5     -1.292     3.977     0.227     8.5     -1.829     3.205     0.235     6.4     49.6
9.0     -1.679     4.366     0.200     9.0     -1.213     3.182     0.274     6.5     52.3
9.5     -2.052     3.972     0.199     9.5     -1.837     4.357     0.195     7.4     52.0
10.0     -2.040     3.294     0.219     10.0     -2.140     2.705     0.227     7.8     53.5
10.5     -1.814     2.807     0.251     10.5     -1.634     2.328     0.288     8.0     56.2
11.0     -1.631     2.536     0.279     11.0     -1.325     2.169     0.336     9.3     55.5
11.5     -1.191     2.317     0.341     11.5     -1.115     2.072     0.374     10.0     56.3
12.0     -1.126     2.223     0.358     12.0     -0.971     1.999     0.405     9.6     61.4
12.5     -1.015     1.965     0.402     12.5     -0.879     1.932     0.429     9.7     64.5
13.0     -0.682     1.834     0.479     13.0     -0.824     1.856     0.450     11.2     62.6
13.5     -0.442     2.011     0.474     13.5     -0.79     1.763     0.472     13.0     60.7
14.0     -0.473     2.057     0.462     14.0     -0.764     1.651     0.499     13.8     62.6
14.5     -0.459     2.147     0.445     14.5     -0.730     1.526     0.533     14.1     65.0
15.0     -0.830     2.285     0.387     15.0     -0.683     1.395     0.578     14.5     65.9
15.5     -1.062     1.921     0.399     15.5     -0.621     1.268     0.636     14.9     67.0
16.0     -1.199     1.441     0.410     16.0     -0.545     1.152     0.709     15.8     66.9
16.5     -0.926     1.080     0.534     16.5     -0.459     1.052     0.798     17.6     64.6
17.0     -0.775     1.185     0.591     17.0     -0.367     0.976     0.898     19.3     62.2
17.5     -0.863     0.741     0.573     17.5     -0.280     0.932     0.984     20.5     59.9
18.0     -0.548     0.519     0.910     18.0     -0.236     0.920     1.020     21.7     57.8
18.5     -0.275     0.429     1.652     18.5     -0.252     0.866     1.064     23.1     56.6
19.0     -0.061     0.564     1.752     19.0     -0.230     0.748     1.221     24.4     55.5
19.5     -0.058     0.500     1.973     19.5     -0.156     0.647     1.459     26.0     50.7
20.0     0.113     0.462     2.040     20.0     -0.073     0.577     1.707     29.0     42.4
20.5     0.221     0.497     1.681     20.5     0.008     0.525     1.904     32.1     36.0
21.0     0.264     0.561     1.460     21.0     0.083     0.485     2.001     34.0     32.2
21.5     0.273     0.506     1.529     21.5     0.154     0.455     1.974     35.1     25.8
22.0     0.366     0.510     1.295     22.0     0.220     0.431     1.842     35.2     18.6
22.5     0.416     0.516     1.175     22.5     0.282     0.413     1.650     34.1     15.4
23.0     0.462     0.536     1.070     23.0     0.341     0.402     1.446     31.7     17.2
23.5     0.592     0.688     0.835     23.5     0.395     0.398     1.265     28.7     18.7
24.0     0.098     0.643     1.521     24.0     0.443     0.401     1.124     27.2     14.0
24.5     0.273     0.379     1.739     24.5     0.479     0.411     1.032     26.3     9.9
25.0     0.384     0.311     1.273     25.0     0.499     0.421     0.988     24.5     12.2
25.5     0.468     0.276     0.937     25.5     0.505     0.418     0.973     22.6     14.7
26.0     0.544     0.243     0.685     26.0     0.511     0.398     0.949     21.7     13.6
26.5     0.612     0.231     0.540     26.5     0.529     0.368     0.887     20.8     13.0
27.0     0.668     0.201     0.413     27.0     0.558     0.339     0.795     19.5     12.8
27.5     0.750     0.182     0.305     27.5     0.595     0.316     0.696     18.9     10.0
28.0     0.830     0.188     0.259     28.0     0.635     0.300     0.608     18.4     7.7
28.5     0.887     0.200     0.242     28.5     0.675     0.289     0.536     16.9     9.0
29.0     0.929     0.210     0.231     29.0     0.714     0.282     0.478     15.0     11.3
29.5     0.987     0.195     0.193     29.5     0.754     0.279     0.432     13.7     11.3
30.0     1.054     0.191     0.167     30.0     0.792     0.280     0.396     12.9     9.2
30.5     1.112     0.196     0.153     30.5     0.831     0.284     0.368     11.9     8.2
31.0     1.200     0.168     0.114     31.0     0.869     0.291     0.347     10.8     8.3
31.5     1.324     0.160     0.090     31.5     0.907     0.303     0.331     9.9     8.4
32.0     1.488     0.188     0.084     32.0     0.946     0.319     0.320     8.9     8.9
32.5     1.664     0.245     0.087     32.5     0.984     0.341     0.314     8.8     7.0
33.0     2.073     0.395     0.089     33.0     1.021     0.370     0.314     9.4     3.6
33.5     1.963     1.311     0.235     33.5     1.056     0.408     0.318     9.0     5.3
34.0     1.311     0.874     0.352     34.0     1.086     0.457     0.329     7.8     10.1
34.5     1.550     0.787     0.260     34.5     1.107     0.520     0.347     7.8     9.8
35.0     1.849     0.894     0.212     35.0     1.112     0.594     0.374     9.3     5.8
35.5     1.897     1.376     0.251     35.5     1.090     0.677     0.411     9.8     5.8
36.0     1.766     1.663     0.283     36.0     1.033     0.754     0.461     9.1     9.0
36.5     1.486     2.003     0.322     36.5     0.945     0.804     0.523     8.8     9.1
37.0     1.160     2.114     0.364     37.0     0.842     0.810     0.593     9.4     7.2
37.5     0.969     2.036     0.401     37.5     0.754     0.773     0.663     10.4     6.9
38.0     0.624     2.895     0.330     38.0     0.699     0.711     0.715     10.6     8.3
38.5     -0.122     1.957     0.509     38.5     0.677     0.645     0.738     10.5     7.9
39.0     -0.776     1.999     0.435     39.0     0.680     0.589     0.728     11.3     5.0
39.5     -0.595     1.042     0.724     39.5     0.698     0.547     0.695     11.7     4.7
40.0     -0.309     0.791     1.097     40.0     0.724     0.521     0.655     11.0     7.7
40.5     -0.140     0.702     1.370     40.5     0.751     0.509     0.618     10.9     7.2
41.0     -0.024     0.609     1.639     41.0     0.777     0.509     0.590     11.4     2.9
41.5     0.052     0.566     1.752     41.5     0.799     0.520     0.573     11.4     1.0
42.0     0.103     0.555     1.740     42.0     0.813     0.540     0.567     11.6     1.1
42.5     0.152     0.490     1.862     42.5     0.819     0.568     0.572     11.8     0.8
43.0     0.213     0.468     1.769     43.0     0.812     0.599     0.588     11.1     1.7
43.5     0.273     0.468     1.595     43.5     0.792     0.631     0.616     10.1     3.7
44.0     0.295     0.446     1.559     44.0     0.757     0.659     0.654     9.9     4.7
44.5     0.326     0.468     1.440     44.5     0.711     0.675     0.702     11.0     3.4
45.0     0.327     0.451     1.452     45.0     0.657     0.677     0.760     12.1     1.3
45.5     0.339     0.451     1.417     45.5     0.603     0.662     0.825     11.3     2.5
46.0     0.308     0.442     1.524     46.0     0.555     0.632     0.894     10.6     4.1
46.5     0.328     0.401     1.493     46.5     0.517     0.591     0.959     12.1     2.2
47.0     0.326     0.398     1.503     47.0     0.491     0.545     1.013     13.1     2.3
47.5     0.315     0.365     1.569     47.5     0.477     0.497     1.047     12.4     4.2
48.0     0.314     0.322     1.591     48.0     0.472     0.452     1.058     12.9     1.6
48.5     0.339     0.279     1.445     48.5     0.475     0.411     1.042     14.5     -2.1
49.0     0.368     0.252     1.267     49.0     0.483     0.374     1.003     15.0     -2.3
49.5     0.400     0.235     1.094     49.5     0.494     0.342     0.948     14.3     0.1
50.0     0.425     0.235     0.994     50.0     0.507     0.315     0.884     13.8     –
50.5     0.422     0.233     1.002     50.5     0.521     0.291     0.817     14.8     –
51.0     0.432     0.202     0.887     51.0     0.536     0.270     0.751     14.8     –
51.5     0.450     0.192     0.802     51.5     0.550     0.253     0.689     12.8     –
52.0     0.466     0.167     0.683     52.0     0.564     0.237     0.633     12.2     –
52.5     0.490     0.154     0.583     52.5     0.578     0.224     0.583     13.4     –
53.0     0.518     0.143     0.493     53.0     0.592     0.213     0.539     13.3     –
53.5     0.553     0.150     0.458     53.5     0.604     0.203     0.500     11.7     –
54.0     0.545     0.184     0.556     54.0     0.616     0.194     0.466     10.6     –
54.5     0.540     0.159     0.500     54.5     0.628     0.187     0.435     10.3     –
55.0     0.541     0.138     0.441     55.0     0.638     0.180     0.409     10.5     –
55.5     0.568     0.126     0.372     55.5     0.649     0.174     0.386     10.0     –
56.0     0.587     0.126     0.349     56.0     0.658     0.169     0.365     9.4     –
56.5     0.593     0.134     0.362     56.5     0.667     0.164     0.347     9.5     –
57.0     0.598     0.125     0.336     57.0     0.676     0.159     0.331     9.7     –
57.5     0.603     0.120     0.318     57.5     0.684     0.156     0.316     8.9     –
58.0     0.615     0.114     0.290     58.0     0.692     0.152     0.303     7.9     –
58.5     0.622     0.105     0.263     58.5     0.699     0.149     0.291     8.5     –
59.0     0.640     0.098     0.233     59.0     0.706     0.146     0.280     9.6     –
59.5     0.661     0.097     0.218     59.5     0.712     0.143     0.271     9.0     –
60.0     0.681     0.114     0.239     60.0     0.718     0.140     0.262     7.5     –
60.5     0.674     0.132     0.280     60.5     0.724     0.138     0.254     6.8     –
61.0     0.659     0.137     0.301     61.0     0.730     0.136     0.246     7.5     –
61.5     0.645     0.123     0.285     61.5     0.735     0.134     0.239     7.9     –
62.0     0.647     0.101     0.235     62.0     0.740     0.132     0.233     7.0     –
62.5     0.659     0.099     0.224     62.5     0.745     0.130     0.227     6.2     –
63.0     0.662     0.088     0.196     63.0     0.749     0.128     0.221     6.4     –
63.5     0.674     0.076     0.165     63.5     0.754     0.126     0.216     6.5     –
64.0     0.692     0.074     0.152     64.0     0.758     0.124     0.211     5.5     –
64.5     0.698     0.078     0.159     64.5     0.762     0.123     0.206     5.0     –
65.0     0.702     0.077     0.155     65.0     0.765     0.121     0.202     5.6     –
