#                DFT          |                 REELS
#E(eV)   eps1    eps2     ELF    E(eV)    eps1    eps2    ELF   w_b(meV-1) w_s(a.u.))
#
0.50     -142.506     109.816     0.003     0.50     -545.897     30.623     0.000     0.0     0.6
0.75     -68.572     73.262     0.007     0.75     -238.405     9.671     0.000     0.0     0.9
1.00     -44.612     53.255     0.011     1.00     -130.490     4.781     0.000     0.0     1.3
1.25     -33.219     40.430     0.015     1.25     -80.442     3.262     0.001     0.0     1.6
1.50     -27.262     31.145     0.018     1.50     -53.195     2.826     0.001     0.0     1.9
1.75     -22.162     23.870     0.022     1.75     -36.727     2.866     0.002     -0.1     2.3
2.00     -18.074     18.900     0.028     2.00     -26.030     3.183     0.005     -0.4     4.6
2.25     -14.881     15.321     0.034     2.25     -18.742     3.708     0.010     -1.0     11.9
2.50     -12.544     12.957     0.040     2.50     -13.660     4.406     0.021     -2.2     27.6
2.75     -10.462     10.558     0.048     2.75     -10.153     5.229     0.040     -2.9     49.4
3.00     -8.655     9.171     0.058     3.00     -7.884     6.070     0.061     -1.9     65.6
3.25     -7.296     8.093     0.068     3.25     -6.616     6.745     0.076     0.4     68.8
3.50     -6.170     7.163     0.080     3.50     -6.063     7.042     0.082     2.1     65.1
3.75     -5.219     6.605     0.093     3.75     -5.859     6.861     0.084     2.6     61.3
4.00     -4.601     5.948     0.105     4.00     -5.670     6.295     0.088     2.5     60.5
4.25     -3.939     5.352     0.121     4.25     -5.326     5.555     0.094     2.3     63.2
4.50     -3.234     4.865     0.143     4.50     -4.816     4.825     0.104     2.1     68.4
4.75     -2.537     4.849     0.162     4.75     -4.203     4.209     0.119     2.1     75.0
5.0     -2.579     4.860     0.161     5.0     -3.560     3.741     0.140     2.4     81.6
5.5     -2.392     3.892     0.187     5.5     -2.411     3.223     0.199     3.9     89.0
6.0     -1.845     3.100     0.238     6.0     -1.676     2.966     0.256     6.6     88.4
6.5     -1.299     2.519     0.314     6.5     -1.115     2.596     0.325     9.4     86.2
7.0     -0.761     2.004     0.436     7.0     -0.471     2.309     0.416     11.9     83.3
7.5     -0.061     1.633     0.612     7.5     0.132     2.213     0.450     13.5     76.6
8.0     0.564     1.735     0.521     8.0     0.625     2.256     0.412     13.6     68.4
8.5     0.885     1.682     0.465     8.5     1.002     2.392     0.356     11.9     63.2
9.0     1.402     1.866     0.343     9.0     1.262     2.590     0.312     10.0     59.7
