#                DFT          |                 REELS
#E(eV)   eps1    eps2     ELF    E(eV)    eps1    eps2    ELF   w_b(meV-1) w_s(a.u.))
#
0.50     -178.373     36.667     0.001     0.50     -416.687     73.052     0.000     0.0     0.4
0.75     -78.799     11.133     0.002     0.75     -185.820     22.209     0.001     0.0     0.7
1.00     -42.858     4.797     0.003     1.00     -103.181     9.673     0.001     0.0     0.9
1.25     -25.888     2.546     0.004     1.25     -64.569     5.253     0.001     0.0     1.1
1.50     -16.419     1.589     0.006     1.50     -43.467     3.374     0.002     0.0     1.3
1.75     -10.360     1.200     0.011     1.75     -30.669     2.507     0.003     0.0     1.5
2.00     -5.745     1.340     0.039     2.00     -22.307     2.126     0.004     0.0     2.3
2.25     -1.787     3.737     0.218     2.25     -16.528     2.025     0.007     0.0     5.2
2.50     -4.159     5.981     0.113     2.50     -12.362     2.125     0.014     0.2     11.7
2.75     -3.687     4.322     0.134     2.75     -9.282     2.401     0.026     1.2     22.6
3.00     -3.447     4.687     0.138     3.00     -7.013     2.851     0.050     2.7     34.3
3.25     -3.770     3.356     0.132     3.25     -5.452     3.442     0.083     4.1     42.4
3.50     -3.191     2.453     0.151     3.50     -4.584     4.040     0.108     4.7     46.6
3.75     -2.519     1.870     0.190     3.75     -4.306     4.372     0.116     4.6     48.5
4.00     -1.834     1.423     0.264     4.00     -4.270     4.250     0.117     4.5     50.5
4.25     -1.117     1.181     0.447     4.25     -4.120     3.815     0.121     4.7     53.7
4.50     -0.279     1.120     0.841     4.50     -3.772     3.340     0.132     5.3     58.1
4.75     0.784     1.733     0.479     4.75     -3.324     2.971     0.149     6.4     63.8
5.0     0.003     3.492     0.286     5.0     -2.875     2.731     0.174     7.7     70.0
5.5     -1.268     1.975     0.359     5.5     -2.165     2.514     0.228     9.8     82.2
6.0     -0.822     1.206     0.566     6.0     -1.758     2.421     0.270     10.4     90.3
6.5     -0.332     0.807     1.060     6.5     -1.555     2.279     0.299     11.3     91.8
7.0     0.168     0.654     1.434     7.0     -1.414     2.049     0.331     13.1     93.7
7.5     0.690     0.646     0.723     7.5     -1.247     1.785     0.376     14.9     100.8
8.0     1.340     1.215     0.371     8.0     -1.046     1.548     0.444     17.1     106.1
8.5     0.715     1.983     0.446     8.5     -0.834     1.367     0.533     20.1     104.9
9.0     -0.326     1.988     0.490     9.0     -0.637     1.244     0.637     22.7     102.0
9.5     0.120     0.753     1.296     9.5     -0.476     1.167     0.735     24.5     101.1
10.0     1.349     1.637     0.364     10.0     -0.359     1.116     0.812     26.5     99.0
10.5     -0.972     0.961     0.515     10.5     -0.284     1.070     0.873     29.6     90.6
11.0     -0.213     0.526     1.634     11.0     -0.240     1.012     0.935     32.6     80.1
